Date,Open,High,Low,Close,Adj Close,Volume
2008-04-01,11.151700973510742,11.618948936462402,11.13003158569336,11.599272727966309,11.586088180541992,244637537.0
2008-04-02,11.703632354736328,11.84908676147461,11.46677017211914,11.599023818969727,11.58583927154541,240859429.0
2008-04-03,11.500144958496094,11.5389986038208,11.16141414642334,11.335512161254883,11.322627067565918,272152284.0
2008-04-04,11.382584571838379,11.901142120361328,11.362410545349121,11.733270645141602,11.71993350982666,236772166.0
2008-04-07,,,,,,
2008-04-08,11.781839370727539,11.809235572814941,11.507118225097656,11.65157699584961,11.638333320617676,182561731.0
2008-04-09,11.684453964233398,11.755935668945312,11.39578628540039,11.56141471862793,11.548273086547852,242830791.0
2008-04-10,11.58059310913086,11.802262306213379,11.503132820129395,11.683208465576172,11.669928550720215,203656504.0
2008-04-11,11.558425903320312,11.63787841796875,11.332772254943848,11.39354419708252,11.380593299865723,167413162.0
2008-04-14,11.386321067810059,11.39354419708252,11.211726188659668,11.249335289001465,11.23654842376709,154280120.0
2008-04-15,11.410481452941895,11.450081825256348,11.051575660705566,11.129284858703613,11.116634368896484,183790319.0
2008-04-16,11.068511962890625,11.414216995239258,10.983830451965332,11.333270072937012,11.320387840270996,306372069.0
2008-04-17,11.348214149475098,11.441365242004395,11.121315002441406,11.196533203125,11.183806419372559,536122013.0
2008-04-18,13.33028507232666,13.641368865966797,13.070259094238281,13.434892654418945,13.419621467590332,732158060.0
2008-04-21,13.434394836425781,13.5140962600708,13.207743644714355,13.394543647766113,13.379318237304688,298703433.0
2008-04-22,13.389063835144043,13.968393325805664,13.388814926147461,13.823186874389648,13.807474136352539,318730218.0
2008-04-23,13.89641284942627,13.930535316467285,13.473249435424805,13.611231803894043,13.595760345458984,197597880.0
2008-04-24,13.73078441619873,13.810484886169434,13.450085639953613,13.525303840637207,13.509930610656738,166023975.0
2008-04-25,13.674245834350586,13.7733736038208,13.517582893371582,13.550708770751953,13.535305976867676,167200368.0
2008-04-28,13.596038818359375,13.868268013000488,13.424680709838867,13.751456260681152,13.735825538635254,160945009.0
2008-04-29,13.719326972961426,14.032402992248535,13.69890308380127,13.909612655639648,13.89380168914795,174491595.0
2008-04-30,14.002763748168945,14.566900253295898,13.909612655639648,14.303635597229004,14.28737735748291,317304895.0
2008-05-01,14.40376091003418,14.817709922790527,14.370386123657227,14.771632194519043,14.754841804504395,265101957.0
2008-05-02,14.906376838684082,15.00500774383545,14.42841911315918,14.477983474731445,14.461526870727539,281001329.0
2008-05-05,14.915593147277832,14.919079780578613,14.623437881469727,14.816962242126465,14.80012035369873,252181709.0
2008-05-06,14.719825744628906,14.744732856750488,14.520572662353516,14.604260444641113,14.587660789489746,185866070.0
2008-05-07,14.701644897460938,14.931283950805664,14.356937408447266,14.420947074890137,14.404555320739746,265511486.0
2008-05-08,14.600275039672852,14.677485466003418,14.418704986572266,14.520821571350098,14.504316329956055,205684075.0
2008-05-09,14.420947074890137,14.57038688659668,14.229166030883789,14.276488304138184,14.260260581970215,180068420.0
2008-05-12,14.315093994140625,14.613972663879395,14.169638633728027,14.568891525268555,14.552331924438477,195285244.0
2008-05-13,14.601021766662598,14.643860816955566,14.409738540649414,14.520572662353516,14.504067420959473,207314163.0
2008-05-14,14.607498168945312,14.72455883026123,14.327547073364258,14.35369873046875,14.337383270263672,175688063.0
2008-05-15,14.420947074890137,14.519328117370605,14.336512565612793,14.470760345458984,14.454312324523926,174359100.0
