Date,Open,High,Low,Close,Adj Close,Volume,MA5,MA20,STD20,BB_upper,BB_lower,Log_Ret,Vol20
2009-04-30,4.507856845855713,4.535714149475098,4.461429119110107,4.493928909301758,3.7994039058685294,498489600.0,4.453571605682373,4.3128571033477785,0.12863060738352117,4.570118318114821,4.055595888580736,0.00549869812850401,0.2875436190400936
2009-05-01,4.492856979370117,4.569643020629883,4.492856979370117,4.544285774230957,3.841979742050171,397516000.0,4.477428722381592,4.338803553581238,0.11960664744476669,4.578016848470772,4.099590258691705,0.011143215284045492,0.2670263507364842
2009-05-04,4.579999923706055,4.723214149475098,4.559999942779541,4.716785907745361,3.9878182411193848,609358400.0,4.529857349395752,4.3675178527832035,0.13758338668271775,4.642684626148639,4.092351079417768,0.0372570459985677,0.2781588011954515
2009-05-05,4.579999923706055,4.723214149475098,4.559999942779541,4.716785907745361,3.9878182411193848,609358400.0,4.588214492797851,4.3918392896652225,0.15406749256410346,4.69997427479343,4.083704304537015,0.0,0.27359137900344005
2009-05-06,4.761785984039307,4.767857074737549,4.650713920593262,4.732142925262451,4.000802993774414,473538800.0,4.640785884857178,4.4169285774230955,0.16672380174438003,4.750376180911855,4.083480973934336,0.0032505337505043513,0.2729764349210088
2009-05-07,4.726070880889893,4.728213787078857,4.567856788635254,4.609285831451416,3.896934986114502,531776000.0,4.663857269287109,4.439678573608399,0.15990269903372492,4.759483971675849,4.119873175540949,-0.026305221894175335,0.28371722822467854
2009-05-08,4.6085710525512695,4.68678617477417,4.509285926818848,4.61392879486084,3.900858640670776,467964000.0,4.677785873413086,4.45685715675354,0.1592085531677501,4.775274263089041,4.13844005041804,0.001006799470625265,0.27134752667228534
2009-05-11,4.548929214477539,4.677143096923828,4.539999961853027,4.627500057220459,3.912332534790039,404658800.0,4.659928703308106,4.473553609848023,0.1586922050091186,4.7909380198662594,4.156169199829786,0.002937050608215941,0.271302329456169
2009-05-12,4.627142906188965,4.632500171661377,4.401785850524902,4.443571090698242,3.756829738616944,609481600.0,4.605285739898681,4.484464311599732,0.14786153842699343,4.780187388453719,4.188741234745745,-0.04055842495555842,0.3066912864016737
2009-05-13,4.400356769561768,4.429286003112793,4.263570785522461,4.267499923706055,3.607969522476196,595971600.0,4.512357139587403,4.48776786327362,0.14181973048907162,4.771407324251764,4.204128402295477,-0.04043019506670738,0.34180664520524756
2009-05-14,4.277856826782227,4.411786079406738,4.275000095367432,4.39107084274292,3.7124414443969727,447826400.0,4.4687141418457035,4.490446400642395,0.13931605560231392,4.769078511847023,4.2118142894377675,0.02854496726486347,0.3379734378246053
2009-05-15,4.368570804595947,4.450714111328125,4.34321403503418,4.372142791748047,3.696439743041992,367567200.0,4.420356941223145,4.48866069316864,0.14065284880640286,4.769966390781446,4.207354995555835,-0.004319894782853635,0.3333102451815076
