,Date,Close,MA5,MA20,BB_upper,BB_lower,Vol20
0,2009-04-30,-0.5274820479817716,-1.8519140684433282,-2.0796196801140434,-2.5394878181326885,-1.7659788473936486,1.3602108186812734
1,2009-05-01,-0.8426247103524671,-1.6624161999831362,-1.8120923098945811,-2.283503845925421,-1.5101779645962605,1.0790939561573454
2,2009-05-04,0.3032360211821053,-0.9391680175326853,-1.5359020548035274,-1.430260133894337,-1.48451659278333,1.1167009209664023
3,2009-05-05,0.3032360211821053,-0.11485488109562908,-1.2465028462055987,-0.7835540552067338,-1.3574998106095009,1.0520808998737905
4,2009-05-06,0.5091835637269051,0.42656414506616286,-0.9443236080740582,-0.2063150545833661,-1.1851917564373298,1.0283703831308832
5,2009-05-07,-0.43901769998403445,0.4554405865951273,-0.6474619105633536,-0.4680438445402047,-0.6804032398098746,1.031436656339858
6,2009-05-08,1.0427164657493426,1.0708517151012698,-0.3487137357920692,0.17289703290205213,-0.5384921782528398,0.9224592284517175
7,2009-05-11,1.1325674520465359,1.3415612281821576,-0.09250851339317823,0.8517399454393914,-0.4690813267981099,0.7857738677714996
8,2009-05-12,-0.10728830314581822,1.2075583002684729,0.16566923380150458,0.5661236720591163,-0.006595233162993714,0.6217344137486808
9,2009-05-13,-1.4162483952694667,0.5790607796246316,0.25178573841464047,0.4324454051603753,0.1632180089718254,0.6838869859497886
10,2009-05-14,-1.6982228812176547,0.1680323188735495,0.2411496718958334,0.43531422513337326,0.14776698538533328,0.018019601283735344
11,2009-05-15,-1.3526694414856237,-0.613867086425142,0.22193611118923548,0.4164792805064509,0.1295779453749754,-0.03509398602289013
12,2009-05-18,-0.40722557683581634,-1.116484743951544,0.3723826727208417,0.3459948617878365,0.36023777031443505,-1.3287886909257707
13,2009-05-19,-0.12525638340022152,-1.122349866236368,0.5217142289774455,0.3369845863359402,0.5645140702447415,-1.3342184764188882
14,2009-05-20,-0.36023335751952373,-0.7776465232346164,0.6359643364972966,0.29621747033559853,0.7345135675552957,-1.3036398398592817
15,2009-05-21,-0.4542230886647121,-0.3715813898250197,0.7372626478387987,0.22024219761287067,0.9013648652698312,-1.2877689360018434
16,2009-05-22,-0.8688914503532241,-0.2136670753003694,0.7716576868480753,0.19994396224015273,0.955792012978593,-1.3702477608117622
17,2009-05-26,0.6321974339340026,0.12562031531171414,0.9295664088667581,0.3568355233154061,1.1044327066859405,-0.5737472640565081
18,2009-05-27,0.7980647786094074,0.427009859808292,1.1169812248213962,0.3764783179700208,1.3482752251532322,-0.671143911533937
19,2009-05-28,1.4670648329710712,1.0234746566214354,1.2793502963658494,0.8739114118661176,1.3650529867982888,-0.9807114818000338
20,2009-05-29,-0.5779777242963623,-1.613324217655737,-1.8591145439747379,-2.5676060639326037,-0.11606093855294908,0.931872091957561
21,2009-06-01,0.28588044573294863,-0.9545390095649543,-1.650846654627689,-2.072437036561298,-0.3354503838683142,1.4171740716680186
22,2009-06-02,0.28588044573294863,-0.5121602848734618,-1.4951051793727625,-1.6829703935836868,-0.5209884391925432,0.8993187828335288
23,2009-06-03,0.7571599300968813,0.0077341167434911385,-1.3071128944196788,-1.2305306812510917,-0.725152743566375,1.0142916097886758
24,2009-06-04,1.556204009319986,0.6031504706808026,-1.0738807293312325,-0.6404879301196014,-1.0106139647590662,1.4612094508832758
25,2009-06-05,1.9302659027153273,1.1429714363187518,-0.7715849156621275,-0.050461175086902954,-1.18493720231822,0.6030458369891828
26,2009-06-08,1.4163974416062377,1.3862798493493922,-0.5723772783832364,0.32560184623457555,-1.2855311418798088,0.25528819077141957
27,2009-06-09,1.124737578219034,1.56681760190831,-0.39724742170430627,0.6061674878817541,-1.3179286177577103,0.46531639557898397
28,2009-06-10,0.8451208975508067,1.5857484481299793,-0.1844172605633837,0.8164306997674555,-1.2109445825814833,-0.6242309432078189
29,2009-06-11,0.5117973652458404,1.3609725942012663,0.06560566594923245,0.8996991445167316,-0.9019124635130832,-2.0109691452986285
30,2009-06-12,0.12662823268104476,0.9727960158922094,0.30219627445391567,0.8773422319490628,-0.49621469768397053,-1.7642029190496695
31,2009-06-15,-0.620570246282237,0.5344024514044934,0.47181404311601854,0.7876829023007809,-0.12290881575563095,-0.6385007140675836
32,2009-06-16,-0.6918614918802024,0.14343633725301438,0.5932138999347099,0.7357456348712916,0.13057621130559405,-1.03056511702759
33,2009-06-17,-0.7696369827513627,-0.20408977577243062,0.6963658826254815,0.6832621645175774,0.35531292050547164,-1.0118004074556541
34,2009-06-18,-0.8714846580976362,-0.5017979527410864,0.803319556303217,0.5976054386346868,0.623313251201146,-1.04916917578894
35,2009-06-19,-0.31317305934789036,-0.5964514208472701,0.9527883627344068,0.4879706318235602,0.9865686490355469,-0.787624242579405
36,2009-06-22,-1.4927597319988066,-0.7841629195742564,1.0405436182327352,0.3183612606996537,1.3176884914387206,1.1274142328954293
37,2009-06-23,-1.6473854059137398,-0.9898095467235856,1.0489073384040524,0.3053874088084074,1.345673226049084,-0.11907185415238056
38,2009-06-24,-1.3131365657813727,-1.1067808275734528,1.0725411436047612,0.27483693704780904,1.4179088088710765,0.009739207025335752
39,2009-06-25,-0.7131577528731398,-1.0727059147761757,1.1065659140238278,0.2536997441906682,1.4963221121808228,0.20586756920985982
40,2009-06-26,0.07733012286051015,-0.8459931335903991,1.3252892815685422,0.8866274686844097,1.5155844945781876,-0.8873444596244793
41,2009-06-29,0.07733012286051015,-0.4902957744786678,1.3078457739604632,0.8734040802911833,1.5000016677631678,-1.3530629189703467
42,2009-06-30,-0.19875114074123384,-0.1753739258358571,1.2379300796663917,0.8324312428791637,1.403746078229999,-1.2807636623808916
43,2009-07-01,-0.3911932291501041,0.016627190652835275,1.0598349049506925,0.6975688663303772,1.2442375597136734,-1.4236201996355304
