Date,Close,MA5,MA20,BB_upper,BB_lower
2009-04-29,9.750204086303713,9.64041519165039,9.395769834518433,9.937822914635522,8.853716754401344
2009-04-30,9.86228370666504,9.696604537963868,9.447924375534058,9.956057100774,8.939791650294115
2009-05-01,9.805497169494627,9.717526245117188,9.486766338348389,9.978453999310824,8.995078677385953
2009-05-04,10.01197338104248,9.79737720489502,9.526866054534912,10.053107160916076,9.000624948153748
2009-05-05,10.01197338104248,9.888386344909668,9.568883562088013,10.109689650447045,9.028077473728981
2009-05-06,10.049083709716797,9.948162269592284,9.612756586074829,10.160194231718217,9.06531894043144
2009-05-07,9.87822437286377,9.95135040283203,9.655857563018799,10.137294699758135,9.174420426279463
2009-05-08,10.145222663879396,10.019295501708985,9.69923243522644,10.193372772445256,9.205092098007624
2009-05-11,10.161413192749023,10.049183464050293,9.736430549621582,10.252767021637665,9.2200940776055
2009-05-12,9.937999725341797,10.034388732910156,9.77391505241394,10.227777493425389,9.320052611402492
2009-05-13,9.702134132385254,9.964998817443847,9.786418199539185,10.21608153232871,9.35675486674966
2009-05-14,9.651324272155762,9.919618797302245,9.784873962402344,10.216332535035253,9.353415389769435
2009-05-15,9.713590621948242,9.833292388916016,9.782084369659424,10.214684602392758,9.34948413692609
2009-05-18,9.883953094482422,9.777800369262696,9.803927516937256,10.208517683578053,9.399337350296458
2009-05-19,9.934762001037598,9.777152824401856,9.825608777999879,10.207729344279523,9.443488211720235
2009-05-20,9.892420768737791,9.815210151672364,9.842196607589722,10.204162492211303,9.480230722968141
2009-05-21,9.875484466552734,9.860042190551757,9.856903982162475,10.197515160115445,9.516292804209504
2009-05-22,9.800764083862305,9.87747688293457,9.86189775466919,10.19573919924493,9.52805631009345
2009-05-26,10.071249961853027,9.91493625640869,9.884824323654176,10.209466169509463,9.560182477798888
2009-05-27,10.1011381149292,9.948211479187012,9.912034845352172,10.211184783667473,9.612884907036872
2009-05-28,10.221687316894531,10.01406478881836,9.935609006881714,10.254706877792291,9.616511135971137
2009-05-29,10.391798973083496,10.117327690124512,9.962084770202637,10.338319511606459,9.585850028798815
